D1_DI_CS,D1_DI_CW,D1_DI_GA,D1_DI_OS,D1_ST_CS,D1_ST_CW,D1_ST_GA,D1_ST_OS,D2_DI_CW,D2_DI_FB,D2_DI_GA,D2_DI_OW,D2_ST_CW,D2_ST_FB,D2_ST_GA,D2_ST_OW,D3_DI_CS,D3_DI_CW,D3_DI_FB,D3_DI_GA,D3_DI_LG,D3_DI_MZ,D3_DI_OS,D3_DI_OW,D3_DI_PF,D3_DI_PS,D3_DI_SB,D3_DI_VB,D3_DI_VL,D3_DI_VR,D4_PO_CS,D4_PO_CW,D4_PO_FB,D4_PO_GA,D4_PO_LG,D4_PO_MZ,D4_PO_OS,D4_PO_OW,D4_PO_PF,D4_PO_PS,D4_PO_SB,D4_PO_VB,D4_PO_VL,D4_ST_CS,D4_ST_CW,D4_ST_FB,D4_ST_GA,D4_ST_LG,D4_ST_MZ,D4_ST_OS,D4_ST_OW,D4_ST_PF,D4_ST_PS,D4_ST_SB,D4_ST_VB,D4_ST_VL,D5_PO_CS,D5_PO_CW,D5_PO_GA,D5_PO_LG,D5_PO_MZ,D5_PO_OS,D5_PO_OW,D5_PO_PF,D5_PO_SU,D5_ST_CS,D5_ST_CW,D5_ST_GA,D5_ST_LG,D5_ST_MZ,D5_ST_OS,D5_ST_OW,D5_ST_PF,D5_ST_SU,D6_DI_CI,D6_DI_CO,D6_DI_CW,D6_DI_FB,D6_DI_LG,D6_DI_MZ,D6_DI_OL,D6_DI_PS,D6_DI_VB,D6_DI_VF,D6_DI_VI,D6_DI_VL,D6_DI_VR
0.30140,0.30133,0.30043,0.30140,0.31974,0.31870,0.30589,0.31974,0.30168,0.30169,0.30104,0.30158,0.32355,0.32376,0.31401,0.32200,0.30512,0.30512,0.30505,0.30432,0.30516,0.30505,0.30473,0.30480,0.30457,0.30519,0.30494,0.30521,0.30532,0.30519,1.0019,1.0019,1.0019,1.0018,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.35462,0.35467,0.35462,0.35032,0.35462,0.35462,0.35462,0.35455,0.35462,0.35462,0.35462,0.35462,0.35462,1.0092,1.0091,1.0091,1.0092,1.0092,1.0092,1.0091,1.0092,1.0092,0.80221,0.80147,0.80030,0.80221,0.80221,0.80221,0.80077,0.80221,0.80221,0.30159,0.30277,0.30267,0.30277,0.30277,0.30277,0.30180,0.30277,0.30279,0.30277,0.30276,0.30277,0.30279
0.30134,0.30127,0.30043,0.30134,0.31874,0.31780,0.30589,0.31874,0.30978,0.30979,0.30822,0.30963,0.50521,0.50560,0.46477,0.50129,0.30512,0.30510,0.30504,0.30431,0.30512,0.30505,0.30471,0.30478,0.30455,0.30515,0.30491,0.30519,0.30526,0.30516,1.0019,1.0019,1.0019,1.0018,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.35308,0.35331,0.35308,0.34848,0.35308,0.35308,0.35308,0.35282,0.35308,0.35308,0.35308,0.35308,0.35308,1.0099,1.0099,1.0099,1.0099,1.0099,1.0099,1.0099,1.0099,1.0099,0.84915,0.84918,0.84925,0.84915,0.84915,0.84915,0.84918,0.84915,0.84915,0.30149,0.30258,0.30257,0.30258,0.30258,0.30258,0.30161,0.30258,0.30261,0.30258,0.30258,0.30258,0.30261
0.30120,0.30114,0.30043,0.30120,0.31671,0.31591,0.30589,0.31671,0.30281,0.30283,0.30239,0.30275,0.34244,0.34282,0.33516,0.34132,0.30507,0.30505,0.30499,0.30431,0.30510,0.30501,0.30471,0.30477,0.30451,0.30512,0.30491,0.30516,0.30526,0.30512,1.0019,1.0019,1.0019,1.0018,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.35261,0.35261,0.35261,0.34681,0.35261,0.35261,0.35261,0.35261,0.35261,0.35261,0.35261,0.35261,0.35261,1.0075,1.0075,1.0074,1.0075,1.0075,1.0075,1.0074,1.0075,1.0075,0.69459,0.69308,0.68902,0.69459,0.69459,0.69459,0.69163,0.69459,0.69459,0.30137,0.30254,0.30244,0.30254,0.30254,0.30254,0.30157,0.30254,0.30256,0.30254,0.30252,0.30254,0.30256
0.30108,0.30103,0.30043,0.30108,0.31502,0.31426,0.30589,0.31502,0.30820,0.30824,0.30736,0.30804,0.46425,0.46532,0.44283,0.46004,0.30505,0.30505,0.30498,0.30429,0.30505,0.30498,0.30467,0.30474,0.30451,0.30510,0.30486,0.30512,0.30520,0.30510,1.0019,1.0019,1.0019,1.0017,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.35261,0.35261,0.35261,0.34519,0.35261,0.35261,0.35261,0.35247,0.35261,0.35261,0.35261,0.35261,0.35261,1.0051,1.0051,1.0050,1.0051,1.0051,1.0051,1.0050,1.0051,1.0051,0.54039,0.54058,0.52564,0.54039,0.54039,0.54039,0.53626,0.54039,0.54039,0.30137,0.30239,0.30234,0.30239,0.30239,0.30239,0.30140,0.30239,0.30241,0.30239,0.30235,0.30239,0.30241
0.30103,0.30102,0.30043,0.30103,0.31421,0.31416,0.30589,0.31421,0.30287,0.30293,0.30242,0.30280,0.34355,0.34459,0.33552,0.34224,0.30502,0.30501,0.30495,0.30424,0.30505,0.30496,0.30464,0.30471,0.30450,0.30505,0.30485,0.30510,0.30519,0.30505,1.0018,1.0018,1.0018,1.0017,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,0.35115,0.35116,0.35115,0.34377,0.35115,0.35115,0.35115,0.35067,0.35115,0.35115,0.35115,0.35115,0.35115,1.0044,1.0044,1.0044,1.0044,1.0044,1.0044,1.0044,1.0044,1.0044,0.48557,0.48691,0.48680,0.48557,0.48557,0.48557,0.48635,0.48557,0.48557,0.30137,0.30235,0.30234,0.30235,0.30235,0.30235,0.30137,0.30235,0.30235,0.30235,0.30235,0.30235,0.30235
0.30102,0.30102,0.30043,0.30102,0.31415,0.31415,0.30589,0.31415,0.30199,0.30202,0.30152,0.30189,0.32842,0.32895,0.32108,0.32684,0.30498,0.30498,0.30491,0.30424,0.30499,0.30491,0.30464,0.30470,0.30446,0.30504,0.30482,0.30505,0.30514,0.30504,1.0018,1.0018,1.0018,1.0017,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,0.34963,0.34956,0.34963,0.34251,0.34963,0.34963,0.34963,0.34886,0.34963,0.34963,0.34963,0.34963,0.34963,1.0035,1.0035,1.0036,1.0035,1.0035,1.0035,1.0035,1.0035,1.0035,0.43140,0.43273,0.43525,0.43140,0.43140,0.43140,0.43254,0.43140,0.43140,0.30137,0.30233,0.30220,0.30233,0.30233,0.30233,0.30137,0.30233,0.30235,0.30233,0.30229,0.30233,0.30235
0.30102,0.30102,0.30043,0.30102,0.31415,0.31415,0.30589,0.31415,0.30167,0.30170,0.30118,0.30155,0.32338,0.32387,0.31599,0.32163,0.30498,0.30497,0.30492,0.30424,0.30499,0.30492,0.30462,0.30467,0.30444,0.30500,0.30478,0.30505,0.30512,0.30500,1.0018,1.0018,1.0018,1.0017,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,0.34795,0.34792,0.34795,0.34118,0.34795,0.34795,0.34795,0.34749,0.34795,0.34795,0.34795,0.34795,0.34795,1.0030,1.0030,1.0030,1.0030,1.0030,1.0030,1.0030,1.0030,1.0030,0.39958,0.40131,0.40310,0.39958,0.39958,0.39958,0.40110,0.39958,0.39958,0.30137,0.30219,0.30211,0.30219,0.30219,0.30219,0.30137,0.30219,0.30219,0.30219,0.30211,0.30219,0.30222
0.30102,0.30097,0.30043,0.30102,0.31408,0.31342,0.30589,0.31408,0.30130,0.30137,0.30084,0.30129,0.31778,0.31882,0.31107,0.31758,0.30493,0.30492,0.30487,0.30422,0.30496,0.30488,0.30457,0.30464,0.30444,0.30499,0.30478,0.30501,0.30510,0.30499,1.0018,1.0018,1.0018,1.0017,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,0.34684,0.34662,0.34684,0.33998,0.34684,0.34684,0.34684,0.34607,0.34684,0.34684,0.34684,0.34684,0.34684,1.0026,1.0026,1.0027,1.0026,1.0026,1.0026,1.0026,1.0026,1.0026,0.37964,0.38116,0.38238,0.37964,0.37964,0.37964,0.38099,0.37964,0.37964,0.30137,0.30424,0.30282,0.30424,0.30424,0.30424,0.30137,0.30424,0.30365,0.30424,0.30336,0.30424,0.30433
0.30093,0.30087,0.30043,0.30093,0.31289,0.31200,0.30589,0.31289,0.30127,0.30129,0.30081,0.30116,0.31728,0.31758,0.31062,0.31565,0.30492,0.30491,0.30485,0.30418,0.30492,0.30485,0.30457,0.30464,0.30442,0.30495,0.30475,0.30499,0.30505,0.30495,1.0018,1.0017,1.0018,1.0016,1.0018,1.0018,1.0018,1.0017,1.0018,1.0018,1.0018,1.0018,1.0018,0.34551,0.34520,0.34551,0.33885,0.34551,0.34551,0.34551,0.34478,0.34551,0.34551,0.34551,0.34551,0.34551,1.0024,1.0024,1.0024,1.0024,1.0024,1.0024,1.0024,1.0024,1.0024,0.36714,0.36841,0.36949,0.36714,0.36714,0.36714,0.36805,0.36714,0.36714,0.30137,0.32176,0.32099,0.32176,0.32176,0.32176,0.30636,0.32176,0.32157,0.32176,0.31918,0.32176,0.32202
0.30084,0.30077,0.30043,0.30084,0.31149,0.31063,0.30589,0.31149,0.30113,0.30120,0.30067,0.30101,0.31534,0.31624,0.30857,0.31360,0.30487,0.30486,0.30482,0.30418,0.30490,0.30483,0.30454,0.30459,0.30437,0.30492,0.30471,0.30494,0.30503,0.30492,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,0.34431,0.34411,0.34431,0.33752,0.34431,0.34431,0.34431,0.34344,0.34431,0.34431,0.34431,0.34431,0.34431,1.0022,1.0022,1.0023,1.0022,1.0022,1.0022,1.0022,1.0022,1.0022,0.35891,0.35956,0.36058,0.35891,0.35891,0.35891,0.35938,0.35891,0.35891,0.30621,0.31616,0.31596,0.31616,0.31616,0.31616,0.30998,0.31616,0.31613,0.31616,0.31534,0.31616,0.31625
0.30074,0.30069,0.30043,0.30074,0.31020,0.30939,0.30589,0.31020,0.30102,0.30108,0.30053,0.30091,0.31374,0.31460,0.30669,0.31215,0.30485,0.30485,0.30478,0.30417,0.30485,0.30478,0.30451,0.30457,0.30437,0.30489,0.30470,0.30492,0.30499,0.30489,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,0.34328,0.34285,0.34328,0.33667,0.34328,0.34328,0.34328,0.34242,0.34328,0.34328,0.34328,0.34328,0.34328,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,0.35275,0.35331,0.35376,0.35275,0.35275,0.35275,0.35312,0.35275,0.35275,0.30775,0.31318,0.31312,0.31318,0.31318,0.31318,0.30932,0.31318,0.31320,0.31318,0.31281,0.31318,0.31322
0.30066,0.30061,0.30043,0.30066,0.30906,0.30827,0.30589,0.30906,0.30098,0.30104,0.30043,0.30088,0.31310,0.31395,0.30516,0.31162,0.30482,0.30481,0.30476,0.30412,0.30484,0.30477,0.30450,0.30455,0.30435,0.30485,0.30464,0.30488,0.30497,0.30485,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,0.34213,0.34170,0.34213,0.33572,0.34213,0.34213,0.34213,0.34125,0.34213,0.34213,0.34213,0.34213,0.34213,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,0.34754,0.34806,0.34892,0.34754,0.34754,0.34754,0.34785,0.34754,0.34754,0.30725,0.31075,0.31070,0.31075,0.31075,0.31075,0.30808,0.31075,0.31081,0.31075,0.31032,0.31075,0.31079
0.30059,0.30053,0.30043,0.30059,0.30804,0.30725,0.30589,0.30804,0.30085,0.30092,0.30029,0.30084,0.31120,0.31217,0.30318,0.31106,0.30478,0.30478,0.30471,0.30411,0.30479,0.30471,0.30446,0.30451,0.30431,0.30484,0.30464,0.30485,0.30492,0.30484,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,0.34087,0.34075,0.34087,0.33475,0.34087,0.34087,0.34087,0.34002,0.34087,0.34087,0.34087,0.34087,0.34087,1.0019,1.0020,1.0020,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.34309,0.34382,0.34432,0.34309,0.34309,0.34309,0.34325,0.34309,0.34309,0.30644,0.30866,0.30865,0.30866,0.30866,0.30866,0.30697,0.30866,0.30874,0.30866,0.30840,0.30866,0.30869
0.30052,0.30046,0.30043,0.30052,0.30710,0.30629,0.30589,0.30710,0.30084,0.30084,0.30026,0.30084,0.31106,0.31114,0.30259,0.31106,0.30477,0.30476,0.30471,0.30410,0.30478,0.30471,0.30444,0.30450,0.30431,0.30478,0.30461,0.30483,0.30491,0.30478,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0017,1.0017,0.34000,0.33970,0.34000,0.33382,0.34000,0.34000,0.34000,0.33916,0.34000,0.34000,0.34000,0.34000,0.34000,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.33949,0.33978,0.34011,0.33949,0.33949,0.33949,0.33956,0.33949,0.33949,0.30590,0.30752,0.30752,0.30752,0.30752,0.30752,0.30624,0.30752,0.30756,0.30752,0.30731,0.30752,0.30753
0.30046,0.30043,0.30043,0.30046,0.30623,0.30589,0.30589,0.30623,0.30084,0.30084,0.30026,0.30077,0.31106,0.31106,0.30259,0.31012,0.30471,0.30471,0.30466,0.30406,0.30474,0.30468,0.30442,0.30445,0.30428,0.30477,0.30457,0.30478,0.30485,0.30477,1.0016,1.0016,1.0016,1.0015,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,0.33912,0.33865,0.33912,0.33297,0.33912,0.33912,0.33912,0.33824,0.33912,0.33912,0.33912,0.33912,0.33912,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,0.33615,0.33643,0.33632,0.33615,0.33615,0.33615,0.33612,0.33615,0.33615,0.30534,0.30761,0.30722,0.30761,0.30761,0.30761,0.30564,0.30761,0.30718,0.30761,0.30700,0.30761,0.30766
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30079,0.30084,0.30021,0.30066,0.31033,0.31105,0.30180,0.30848,0.30471,0.30470,0.30464,0.30404,0.30471,0.30464,0.30437,0.30444,0.30424,0.30472,0.30456,0.30477,0.30484,0.30473,1.0016,1.0016,1.0016,1.0015,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,0.33819,0.33752,0.33819,0.33217,0.33819,0.33819,0.33819,0.33729,0.33819,0.33819,0.33819,0.33819,0.33819,1.0018,1.0018,1.0017,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,0.33307,0.33327,0.33272,0.33307,0.33307,0.33307,0.33294,0.33307,0.33307,0.30523,0.30913,0.30848,0.30913,0.30913,0.30913,0.30575,0.30913,0.30827,0.30913,0.30822,0.30913,0.30920
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.31126,0.31128,0.30986,0.31113,0.54420,0.54488,0.50734,0.54086,0.30469,0.30467,0.30464,0.30404,0.30471,0.30464,0.30437,0.30443,0.30424,0.30471,0.30453,0.30475,0.30482,0.30471,1.0016,1.0016,1.0016,1.0015,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,0.33728,0.33668,0.33728,0.33143,0.33728,0.33728,0.33728,0.33636,0.33728,0.33728,0.33728,0.33728,0.33728,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,0.33017,0.33030,0.32907,0.33017,0.33017,0.33017,0.32999,0.33017,0.33017,0.30547,0.30879,0.30841,0.30879,0.30879,0.30879,0.30607,0.30879,0.30829,0.30879,0.30819,0.30879,0.30883
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30655,0.30657,0.30494,0.30631,0.42279,0.42333,0.38516,0.41703,0.30464,0.30464,0.30461,0.30402,0.30469,0.30462,0.30437,0.30440,0.30424,0.30471,0.30451,0.30471,0.30478,0.30471,1.0016,1.0016,1.0016,1.0015,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,0.33640,0.33586,0.33640,0.33074,0.33640,0.33640,0.33640,0.33547,0.33640,0.33640,0.33640,0.33640,0.33640,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,0.32742,0.32775,0.32573,0.32742,0.32742,0.32742,0.32721,0.32742,0.32742,0.30549,0.30790,0.30770,0.30790,0.30790,0.30790,0.30598,0.30790,0.30766,0.30790,0.30750,0.30790,0.30792
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30863,0.30865,0.30804,0.30853,0.47539,0.47587,0.46007,0.47268,0.30464,0.30464,0.30457,0.30398,0.30464,0.30458,0.30435,0.30437,0.30421,0.30469,0.30451,0.30471,0.30478,0.30470,1.0016,1.0016,1.0016,1.0015,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,0.33557,0.33506,0.33557,0.33009,0.33557,0.33557,0.33557,0.33463,0.33557,0.33557,0.33557,0.33557,0.33557,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,0.32549,0.32553,0.32294,0.32549,0.32549,0.32549,0.32505,0.32549,0.32549,0.30526,0.30705,0.30696,0.30705,0.30705,0.30705,0.30564,0.30705,0.30695,0.30705,0.30678,0.30705,0.30707
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30326,0.30331,0.30247,0.30293,0.35063,0.35154,0.33641,0.34463,0.30464,0.30464,0.30457,0.30398,0.30464,0.30457,0.30431,0.30437,0.30418,0.30466,0.30450,0.30471,0.30478,0.30466,1.0016,1.0016,1.0016,1.0015,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,0.33479,0.33425,0.33479,0.32946,0.33479,0.33479,0.33479,0.33384,0.33479,0.33479,0.33479,0.33479,0.33479,1.0016,1.0016,1.0015,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,0.32309,0.32309,0.32030,0.32309,0.32309,0.32309,0.32273,0.32309,0.32309,0.30492,0.30636,0.30629,0.30636,0.30636,0.30636,0.30525,0.30636,0.30631,0.30636,0.30613,0.30636,0.30638
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30209,0.30213,0.30148,0.30201,0.33012,0.33076,0.32053,0.32879,0.30461,0.30460,0.30456,0.30397,0.30463,0.30457,0.30431,0.30435,0.30417,0.30464,0.30446,0.30467,0.30474,0.30464,1.0016,1.0016,1.0016,1.0015,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,0.33406,0.33346,0.33406,0.32881,0.33406,0.33406,0.33406,0.33310,0.33406,0.33406,0.33406,0.33406,0.33406,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,0.32100,0.32094,0.31780,0.32100,0.32100,0.32100,0.32036,0.32100,0.32100,0.30461,0.30576,0.30572,0.30576,0.30576,0.30576,0.30485,0.30576,0.30574,0.30576,0.30555,0.30576,0.30577
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30159,0.30163,0.30101,0.30148,0.32225,0.32277,0.31348,0.32045,0.30457,0.30457,0.30452,0.30394,0.30459,0.30454,0.30431,0.30431,0.30417,0.30463,0.30444,0.30464,0.30471,0.30464,1.0016,1.0015,1.0016,1.0015,1.0016,1.0016,1.0016,1.0015,1.0016,1.0016,1.0016,1.0016,1.0016,0.33336,0.33267,0.33336,0.32804,0.33336,0.33336,0.33336,0.33240,0.33336,0.33336,0.33336,0.33336,0.33336,1.0015,1.0015,1.0014,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,0.31873,0.31864,0.31577,0.31873,0.31873,0.31873,0.31822,0.31873,0.31873,0.30432,0.30535,0.30533,0.30535,0.30535,0.30535,0.30452,0.30535,0.30535,0.30535,0.30517,0.30535,0.30536
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30130,0.30130,0.30076,0.30125,0.31778,0.31778,0.30998,0.31708,0.30457,0.30457,0.30451,0.30391,0.30457,0.30451,0.30429,0.30431,0.30416,0.30461,0.30444,0.30464,0.30471,0.30461,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,0.33270,0.33213,0.33270,0.32758,0.33270,0.33270,0.33270,0.33186,0.33270,0.33270,0.33270,0.33270,0.33270,1.0014,1.0014,1.0014,1.0014,1.0014,1.0014,1.0014,1.0014,1.0014,0.31694,0.31669,0.31386,0.31694,0.31694,0.31694,0.31631,0.31694,0.31694,0.30409,0.30494,0.30490,0.30494,0.30494,0.30494,0.30421,0.30494,0.30492,0.30494,0.30476,0.30494,0.30497
0.30836,0.30737,0.30343,0.30836,0.46851,0.44347,0.35414,0.46850,0.30114,0.30123,0.30038,0.30094,0.31543,0.31674,0.30453,0.31258,0.30457,0.30457,0.30451,0.30391,0.30457,0.30451,0.30427,0.30431,0.30414,0.30457,0.30444,0.30463,0.30470,0.30458,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,0.33192,0.33159,0.33192,0.32718,0.33192,0.33192,0.33192,0.33114,0.33192,0.33192,0.33192,0.33192,0.33192,1.0014,1.0014,1.0014,1.0014,1.0014,1.0014,1.0014,1.0014,1.0014,0.31509,0.31491,0.31214,0.31509,0.31509,0.31509,0.31450,0.31509,0.31509,0.30389,0.30569,0.30502,0.30569,0.30569,0.30569,0.30409,0.30569,0.30493,0.30569,0.30483,0.30569,0.30578
0.30505,0.30471,0.30288,0.30505,0.38796,0.38049,0.34391,0.38796,0.31178,0.31181,0.31083,0.31156,0.55787,0.55884,0.53290,0.55227,0.30457,0.30457,0.30451,0.30391,0.30457,0.30451,0.30426,0.30431,0.30413,0.30457,0.30444,0.30463,0.30470,0.30458,1.0015,1.0015,1.0015,1.0014,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,0.33123,0.33088,0.33123,0.32652,0.33123,0.33123,0.33123,0.33034,0.33123,0.33123,0.33123,0.33123,0.33123,1.0014,1.0014,1.0013,1.0014,1.0014,1.0014,1.0014,1.0014,1.0014,0.31373,0.31340,0.31045,0.31373,0.31373,0.31373,0.31278,0.31373,0.31373,0.30388,0.30679,0.30586,0.30679,0.30679,0.30679,0.30409,0.30679,0.30560,0.30679,0.30549,0.30679,0.30689
0.30325,0.30291,0.30156,0.30325,0.35079,0.34461,0.32209,0.35079,0.31442,0.31450,0.31333,0.31424,0.62718,0.62922,0.59880,0.62239,0.30456,0.30455,0.30451,0.30391,0.30457,0.30451,0.30424,0.30430,0.30411,0.30457,0.30442,0.30461,0.30467,0.30457,1.0015,1.0015,1.0015,1.0014,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,0.33075,0.33026,0.33075,0.32577,0.33075,0.33075,0.33075,0.32958,0.33075,0.33075,0.33075,0.33075,0.33075,1.0014,1.0014,1.0013,1.0014,1.0014,1.0014,1.0013,1.0014,1.0014,0.31237,0.31194,0.30918,0.31237,0.31237,0.31237,0.31146,0.31237,0.31237,0.30409,0.30691,0.30626,0.30691,0.30691,0.30691,0.30439,0.30691,0.30606,0.30691,0.30586,0.30691,0.30701
0.30296,0.30253,0.30102,0.30296,0.34544,0.33783,0.31406,0.34544,0.30334,0.30338,0.30294,0.30325,0.35219,0.35296,0.34481,0.35038,0.30453,0.30452,0.30449,0.30389,0.30456,0.30450,0.30424,0.30427,0.30411,0.30457,0.30439,0.30457,0.30464,0.30457,1.0015,1.0015,1.0015,1.0014,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,0.33024,0.32957,0.33024,0.32546,0.33024,0.33024,0.33024,0.32910,0.33024,0.33024,0.33024,0.33024,0.33024,1.0013,1.0013,1.0013,1.0013,1.0013,1.0013,1.0013,1.0013,1.0013,0.31104,0.31043,0.30784,0.31104,0.31104,0.31104,0.31006,0.31104,0.31104,0.30410,0.30647,0.30604,0.30647,0.30647,0.30647,0.30448,0.30647,0.30594,0.30647,0.30570,0.30647,0.30654
0.30272,0.30234,0.30059,0.30272,0.34118,0.33458,0.30809,0.34118,0.30225,0.30229,0.30179,0.30215,0.33273,0.33347,0.32523,0.33112,0.30451,0.30451,0.30444,0.30385,0.30451,0.30446,0.30424,0.30424,0.30411,0.30455,0.30437,0.30457,0.30464,0.30455,1.0015,1.0015,1.0015,1.0014,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,0.32960,0.32886,0.32960,0.32504,0.32960,0.32960,0.32960,0.32875,0.32960,0.32960,0.32960,0.32960,0.32960,1.0013,1.0013,1.0013,1.0013,1.0013,1.0013,1.0013,1.0013,1.0013,0.31010,0.30932,0.30669,0.31010,0.31010,0.31010,0.30896,0.31010,0.31010,0.30416,0.30607,0.30577,0.30607,0.30607,0.30607,0.30447,0.30607,0.30573,0.30607,0.30547,0.30607,0.30612
0.30251,0.30208,0.30043,0.30251,0.33755,0.33035,0.30589,0.33755,0.30177,0.30182,0.30129,0.30169,0.32497,0.32575,0.31761,0.32379,0.30450,0.30450,0.30444,0.30385,0.30451,0.30444,0.30422,0.30424,0.30410,0.30451,0.30437,0.30455,0.30461,0.30451,1.0015,1.0015,1.0015,1.0014,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,0.32914,0.32855,0.32914,0.32430,0.32914,0.32914,0.32914,0.32804,0.32914,0.32914,0.32914,0.32914,0.32914,1.0013,1.0013,1.0012,1.0013,1.0013,1.0013,1.0013,1.0013,1.0013,0.30931,0.30864,0.30567,0.30931,0.30931,0.30931,0.30803,0.30931,0.30931,0.30409,0.30563,0.30541,0.30563,0.30563,0.30563,0.30430,0.30563,0.30539,0.30563,0.30513,0.30563,0.30567
0.30230,0.30202,0.30043,0.30230,0.33388,0.32936,0.30589,0.33388,0.30155,0.30160,0.30098,0.30143,0.32155,0.32230,0.31308,0.31979,0.30446,0.30446,0.30443,0.30385,0.30449,0.30443,0.30419,0.30422,0.30408,0.30451,0.30434,0.30451,0.30457,0.30451,1.0015,1.0015,1.0015,1.0014,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,1.0015,0.32877,0.32804,0.32877,0.32413,0.32877,0.32877,0.32877,0.32729,0.32877,0.32877,0.32877,0.32877,0.32877,1.0013,1.0013,1.0012,1.0013,1.0013,1.0013,1.0013,1.0013,1.0013,0.30883,0.30798,0.30477,0.30883,0.30883,0.30883,0.30713,0.30883,0.30883,0.30406,0.30522,0.30504,0.30522,0.30522,0.30522,0.30409,0.30522,0.30504,0.30522,0.30480,0.30522,0.30526
