D1_DI_CS,D1_DI_CW,D1_DI_GA,D1_DI_OS,D1_ST_CS,D1_ST_CW,D1_ST_GA,D1_ST_OS,D2_DI_CW,D2_DI_FB,D2_DI_GA,D2_DI_OW,D2_ST_CW,D2_ST_FB,D2_ST_GA,D2_ST_OW,D3_DI_CS,D3_DI_CW,D3_DI_FB,D3_DI_GA,D3_DI_LG,D3_DI_MZ,D3_DI_OS,D3_DI_OW,D3_DI_PF,D3_DI_PS,D3_DI_SB,D3_DI_VB,D3_DI_VL,D3_DI_VR,D4_PO_CS,D4_PO_CW,D4_PO_FB,D4_PO_GA,D4_PO_LG,D4_PO_MZ,D4_PO_OS,D4_PO_OW,D4_PO_PF,D4_PO_PS,D4_PO_SB,D4_PO_VB,D4_PO_VL,D4_ST_CS,D4_ST_CW,D4_ST_FB,D4_ST_GA,D4_ST_LG,D4_ST_MZ,D4_ST_OS,D4_ST_OW,D4_ST_PF,D4_ST_PS,D4_ST_SB,D4_ST_VB,D4_ST_VL,D5_PO_CS,D5_PO_CW,D5_PO_GA,D5_PO_LG,D5_PO_MZ,D5_PO_OS,D5_PO_OW,D5_PO_PF,D5_PO_SU,D5_ST_CS,D5_ST_CW,D5_ST_GA,D5_ST_LG,D5_ST_MZ,D5_ST_OS,D5_ST_OW,D5_ST_PF,D5_ST_SU,D6_DI_CI,D6_DI_CO,D6_DI_CW,D6_DI_FB,D6_DI_LG,D6_DI_MZ,D6_DI_OL,D6_DI_PS,D6_DI_VB,D6_DI_VF,D6_DI_VI,D6_DI_VL,D6_DI_VR
0.30215,0.30219,0.30170,0.30215,0.33145,0.33206,0.32423,0.33145,0.30147,0.30151,0.30014,0.30129,0.32033,0.32097,0.30041,0.31762,0.30431,0.30434,0.30420,0.30366,0.30431,0.30426,0.30411,0.30404,0.30398,0.30432,0.30417,0.30431,0.30437,0.30431,1.0024,1.0024,1.0024,1.0022,1.0024,1.0024,1.0024,1.0023,1.0024,1.0024,1.0024,1.0024,1.0024,0.39207,0.39043,0.39207,0.37740,0.39207,0.39207,0.39207,0.38370,0.39204,0.39207,0.39206,0.39207,0.39207,1.0020,1.0019,1.0017,1.0020,1.0019,1.0020,1.0018,1.0019,1.0019,0.34412,0.34166,0.32836,0.34431,0.34014,0.34441,0.33656,0.34014,0.34014,0.30137,0.30725,0.30430,0.30725,0.30725,0.30725,0.30391,0.30725,0.30522,0.30725,0.30629,0.30725,0.30727
0.30207,0.30207,0.30155,0.30207,0.33009,0.33011,0.32192,0.33009,0.30130,0.30130,0.30014,0.30119,0.31778,0.31779,0.30041,0.31616,0.30431,0.30436,0.30422,0.30366,0.30431,0.30427,0.30411,0.30404,0.30398,0.30433,0.30418,0.30433,0.30437,0.30433,1.0024,1.0024,1.0024,1.0023,1.0024,1.0024,1.0024,1.0023,1.0024,1.0024,1.0024,1.0024,1.0024,0.39017,0.39000,0.39017,0.37834,0.39017,0.39017,0.39017,0.38294,0.39017,0.39017,0.39017,0.39017,0.39017,1.0020,1.0019,1.0017,1.0020,1.0019,1.0020,1.0018,1.0019,1.0019,0.34448,0.34200,0.32794,0.34491,0.33992,0.34487,0.33588,0.33992,0.33992,0.30137,0.30648,0.30429,0.30648,0.30648,0.30648,0.30406,0.30648,0.30513,0.30648,0.30576,0.30648,0.30650
0.30192,0.30192,0.30126,0.30192,0.32763,0.32778,0.31756,0.32763,0.30116,0.30121,0.30014,0.30092,0.31574,0.31641,0.30041,0.31229,0.30431,0.30437,0.30423,0.30366,0.30431,0.30429,0.30411,0.30404,0.30399,0.30435,0.30418,0.30434,0.30437,0.30434,1.0024,1.0024,1.0024,1.0022,1.0024,1.0024,1.0024,1.0023,1.0024,1.0024,1.0024,1.0024,1.0024,0.38620,0.38621,0.38620,0.37621,0.38620,0.38620,0.38620,0.38055,0.38619,0.38620,0.38619,0.38620,0.38620,1.0020,1.0020,1.0017,1.0020,1.0019,1.0020,1.0018,1.0019,1.0019,0.34757,0.34492,0.33008,0.34809,0.34239,0.34793,0.33770,0.34221,0.34239,0.30137,0.30586,0.30408,0.30586,0.30586,0.30586,0.30392,0.30586,0.30491,0.30586,0.30527,0.30586,0.30587
0.30172,0.30171,0.30102,0.30172,0.32453,0.32446,0.31415,0.32453,0.30100,0.30106,0.30014,0.30085,0.31343,0.31431,0.30041,0.31118,0.30431,0.30437,0.30423,0.30364,0.30431,0.30429,0.30411,0.30404,0.30398,0.30435,0.30418,0.30434,0.30437,0.30434,1.0023,1.0023,1.0023,1.0022,1.0023,1.0023,1.0023,1.0022,1.0023,1.0023,1.0023,1.0023,1.0023,0.38155,0.38167,0.38155,0.37233,0.38155,0.38155,0.38155,0.37644,0.38153,0.38155,0.38154,0.38155,0.38155,1.0020,1.0020,1.0017,1.0020,1.0019,1.0020,1.0019,1.0019,1.0019,0.34848,0.34618,0.33233,0.34857,0.34328,0.34853,0.33904,0.34296,0.34328,0.30137,0.30539,0.30405,0.30539,0.30539,0.30539,0.30385,0.30539,0.30469,0.30539,0.30487,0.30539,0.30540
0.30160,0.30159,0.30081,0.30160,0.32265,0.32262,0.31117,0.32265,0.30516,0.30501,0.30014,0.30422,0.39011,0.38673,0.30041,0.36983,0.30431,0.30437,0.30423,0.30362,0.30431,0.30428,0.30411,0.30404,0.30398,0.30434,0.30418,0.30433,0.30437,0.30433,1.0023,1.0023,1.0023,1.0021,1.0023,1.0023,1.0023,1.0022,1.0023,1.0023,1.0023,1.0023,1.0023,0.37741,0.37750,0.37741,0.36880,0.37741,0.37741,0.37741,0.37303,0.37740,0.37741,0.37740,0.37741,0.37741,1.0020,1.0020,1.0017,1.0020,1.0019,1.0020,1.0018,1.0019,1.0019,0.34671,0.34491,0.33258,0.34742,0.34248,0.34728,0.33830,0.34150,0.34248,0.30139,0.30491,0.30359,0.30491,0.30491,0.30491,0.30345,0.30491,0.30432,0.30491,0.30441,0.30491,0.30491
0.30173,0.30155,0.30053,0.30173,0.32472,0.32194,0.30717,0.32472,0.31051,0.31049,0.30678,0.31029,0.52447,0.52410,0.42837,0.51875,0.30431,0.30437,0.30423,0.30360,0.30431,0.30428,0.30411,0.30404,0.30399,0.30433,0.30418,0.30432,0.30437,0.30432,1.0022,1.0022,1.0022,1.0021,1.0022,1.0022,1.0022,1.0021,1.0022,1.0022,1.0022,1.0022,1.0022,0.37268,0.37277,0.37268,0.36544,0.37268,0.37268,0.37268,0.36895,0.37263,0.37268,0.37268,0.37268,0.37268,1.0020,1.0019,1.0017,1.0020,1.0019,1.0020,1.0018,1.0019,1.0019,0.34415,0.34250,0.33102,0.34454,0.33990,0.34444,0.33659,0.33916,0.33990,0.30158,0.30451,0.30323,0.30451,0.30451,0.30451,0.30315,0.30451,0.30407,0.30451,0.30407,0.30451,0.30461
0.31159,0.31019,0.30788,0.31159,0.55331,0.51626,0.45627,0.55332,0.30288,0.30291,0.30162,0.30274,0.34361,0.34414,0.32258,0.34120,0.30431,0.30437,0.30422,0.30359,0.30431,0.30427,0.30411,0.30404,0.30399,0.30432,0.30418,0.30431,0.30437,0.30431,1.0021,1.0021,1.0021,1.0020,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,0.36923,0.36917,0.36923,0.36297,0.36923,0.36923,0.36923,0.36584,0.36922,0.36923,0.36922,0.36923,0.36923,1.0019,1.0019,1.0017,1.0019,1.0018,1.0019,1.0018,1.0018,1.0018,0.34080,0.33925,0.32814,0.34115,0.33736,0.34103,0.33413,0.33618,0.33736,0.30159,0.30421,0.30290,0.30421,0.30421,0.30421,0.30284,0.30421,0.30398,0.30421,0.30373,0.30421,0.30444
0.31855,0.31789,0.31691,0.31855,0.73226,0.71570,0.69125,0.73226,0.30190,0.30194,0.30048,0.30171,0.32707,0.32762,0.30591,0.32399,0.30431,0.30437,0.30421,0.30359,0.30431,0.30426,0.30411,0.30404,0.30399,0.30431,0.30417,0.30431,0.30435,0.30431,1.0021,1.0021,1.0021,1.0020,1.0021,1.0021,1.0021,1.0020,1.0021,1.0021,1.0021,1.0021,1.0021,0.36708,0.36708,0.36708,0.36090,0.36708,0.36708,0.36708,0.36379,0.36708,0.36708,0.36708,0.36708,0.36708,1.0018,1.0018,1.0016,1.0018,1.0018,1.0018,1.0017,1.0018,1.0018,0.33731,0.33576,0.32493,0.33764,0.33434,0.33752,0.33107,0.33308,0.33434,0.30149,0.30401,0.30259,0.30401,0.30401,0.30401,0.30257,0.30401,0.30352,0.30401,0.30331,0.30401,0.30763
0.31143,0.31080,0.30934,0.31143,0.54900,0.53229,0.49407,0.54900,0.30142,0.30146,0.30014,0.30130,0.31952,0.32019,0.30041,0.31774,0.30431,0.30436,0.30420,0.30359,0.30431,0.30424,0.30411,0.30404,0.30398,0.30431,0.30417,0.30431,0.30433,0.30431,1.0021,1.0021,1.0021,1.0020,1.0021,1.0021,1.0021,1.0020,1.0021,1.0021,1.0021,1.0021,1.0021,0.36706,0.36702,0.36706,0.36027,0.36706,0.36706,0.36706,0.36235,0.36706,0.36706,0.36706,0.36706,0.36706,1.0018,1.0017,1.0015,1.0018,1.0017,1.0018,1.0017,1.0017,1.0017,0.33427,0.33262,0.32180,0.33460,0.33167,0.33446,0.32825,0.33033,0.33167,0.30137,0.30370,0.30234,0.30370,0.30370,0.30370,0.30234,0.30370,0.30324,0.30370,0.30298,0.30370,0.30797
0.30818,0.30782,0.30687,0.30818,0.46404,0.45482,0.43096,0.46404,0.30115,0.30119,0.30014,0.30091,0.31556,0.31613,0.30041,0.31214,0.30430,0.30434,0.30418,0.30359,0.30430,0.30424,0.30411,0.30404,0.30398,0.30431,0.30417,0.30431,0.30431,0.30431,1.0021,1.0021,1.0021,1.0020,1.0021,1.0021,1.0021,1.0020,1.0021,1.0021,1.0021,1.0021,1.0021,0.36833,0.36799,0.36833,0.36084,0.36833,0.36833,0.36833,0.36294,0.36831,0.36833,0.36832,0.36833,0.36833,1.0017,1.0017,1.0015,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,0.33108,0.32937,0.31904,0.33139,0.32880,0.33122,0.32532,0.32746,0.32880,0.30137,0.30344,0.30210,0.30344,0.30344,0.30344,0.30210,0.30344,0.30332,0.30344,0.30268,0.30344,0.30739
0.30643,0.30615,0.30536,0.30643,0.42018,0.41344,0.39498,0.42018,0.30313,0.30293,0.30014,0.30193,0.34827,0.34447,0.30041,0.32746,0.30427,0.30431,0.30417,0.30359,0.30427,0.30424,0.30410,0.30404,0.30398,0.30431,0.30417,0.30431,0.30431,0.30431,1.0021,1.0021,1.0021,1.0020,1.0021,1.0021,1.0021,1.0020,1.0021,1.0021,1.0021,1.0021,1.0021,0.36762,0.36731,0.36762,0.36037,0.36762,0.36762,0.36762,0.36235,0.36761,0.36762,0.36762,0.36762,0.36762,1.0017,1.0016,1.0014,1.0017,1.0016,1.0017,1.0016,1.0016,1.0016,0.32795,0.32602,0.31651,0.32826,0.32594,0.32807,0.32250,0.32492,0.32594,0.30137,0.30319,0.30188,0.30325,0.30319,0.30319,0.30190,0.30325,0.30367,0.30319,0.30242,0.30319,0.30670
0.30529,0.30506,0.30429,0.30529,0.39346,0.38826,0.37161,0.39346,0.30891,0.30887,0.30428,0.30838,0.48251,0.48160,0.37093,0.46879,0.30424,0.30431,0.30418,0.30359,0.30424,0.30424,0.30409,0.30402,0.30398,0.30431,0.30417,0.30430,0.30431,0.30430,1.0021,1.0021,1.0021,1.0020,1.0021,1.0021,1.0021,1.0020,1.0021,1.0021,1.0021,1.0021,1.0021,0.36564,0.36549,0.36564,0.35898,0.36564,0.36564,0.36564,0.36134,0.36564,0.36564,0.36564,0.36564,0.36564,1.0016,1.0016,1.0014,1.0016,1.0016,1.0016,1.0015,1.0016,1.0016,0.32506,0.32316,0.31445,0.32537,0.32349,0.32517,0.31994,0.32239,0.32349,0.30137,0.30299,0.30169,0.30298,0.30299,0.30299,0.30173,0.30298,0.30388,0.30304,0.30220,0.30299,0.30619
0.30448,0.30428,0.30349,0.30448,0.37544,0.37132,0.35534,0.37544,0.31382,0.31387,0.31089,0.31335,0.61162,0.61273,0.53450,0.59931,0.30424,0.30431,0.30418,0.30358,0.30424,0.30423,0.30406,0.30400,0.30398,0.30428,0.30415,0.30427,0.30430,0.30427,1.0020,1.0020,1.0020,1.0019,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,0.36386,0.36386,0.36386,0.35738,0.36386,0.36386,0.36386,0.35953,0.36386,0.36386,0.36386,0.36386,0.36386,1.0016,1.0015,1.0014,1.0016,1.0015,1.0016,1.0015,1.0015,1.0015,0.32223,0.32053,0.31236,0.32252,0.32093,0.32231,0.31746,0.31986,0.32093,0.30137,0.30281,0.30153,0.30303,0.30281,0.30281,0.30159,0.30311,0.30401,0.30281,0.30206,0.30281,0.31197
0.30392,0.30370,0.30288,0.30392,0.36392,0.35945,0.34407,0.36392,0.31267,0.31271,0.31053,0.31229,0.58130,0.58258,0.52492,0.57151,0.30424,0.30430,0.30416,0.30353,0.30424,0.30420,0.30404,0.30398,0.30398,0.30424,0.30411,0.30424,0.30426,0.30424,1.0020,1.0020,1.0020,1.0019,1.0020,1.0020,1.0020,1.0019,1.0020,1.0020,1.0020,1.0020,1.0020,0.36142,0.36108,0.36142,0.35574,0.36142,0.36142,0.36142,0.35780,0.36142,0.36142,0.36142,0.36142,0.36142,1.0015,1.0015,1.0013,1.0015,1.0015,1.0015,1.0014,1.0015,1.0015,0.31995,0.31828,0.31028,0.32021,0.31884,0.32001,0.31521,0.31771,0.31884,0.30137,0.30262,0.30137,0.30385,0.30262,0.30262,0.30137,0.30406,0.30386,0.30395,0.30185,0.30262,0.31245
0.30343,0.30324,0.30238,0.30343,0.35429,0.35069,0.33534,0.35429,0.30372,0.30375,0.30243,0.30324,0.35956,0.36024,0.33579,0.35032,0.30422,0.30426,0.30411,0.30353,0.30421,0.30418,0.30404,0.30398,0.30396,0.30424,0.30411,0.30424,0.30424,0.30424,1.0020,1.0020,1.0020,1.0019,1.0020,1.0020,1.0020,1.0019,1.0020,1.0020,1.0020,1.0020,1.0020,0.35897,0.35869,0.35897,0.35363,0.35897,0.35897,0.35897,0.35559,0.35897,0.35897,0.35897,0.35897,0.35897,1.0015,1.0014,1.0013,1.0015,1.0014,1.0015,1.0014,1.0014,1.0014,0.31763,0.31603,0.30834,0.31802,0.31683,0.31766,0.31330,0.31580,0.31683,0.30137,0.30256,0.30137,0.30437,0.30256,0.30256,0.30137,0.30466,0.30374,0.30609,0.30168,0.30256,0.31072
0.30306,0.30287,0.30194,0.30306,0.34728,0.34379,0.32807,0.34728,0.30918,0.30916,0.30602,0.30868,0.48966,0.48916,0.41003,0.47650,0.30418,0.30424,0.30411,0.30353,0.30418,0.30417,0.30403,0.30395,0.30391,0.30422,0.30410,0.30421,0.30424,0.30421,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.35685,0.35658,0.35685,0.35261,0.35685,0.35685,0.35685,0.35363,0.35685,0.35685,0.35685,0.35685,0.35685,1.0014,1.0014,1.0013,1.0014,1.0014,1.0014,1.0013,1.0014,1.0014,0.31584,0.31396,0.30650,0.31615,0.31507,0.31588,0.31134,0.31396,0.31507,0.30137,0.30234,0.30137,0.30460,0.30234,0.30234,0.30137,0.30489,0.30366,0.30641,0.30158,0.30234,0.30887
0.30278,0.30252,0.30153,0.30278,0.34219,0.33757,0.32159,0.34219,0.30433,0.30432,0.30198,0.30359,0.37213,0.37194,0.32833,0.35699,0.30418,0.30423,0.30410,0.30350,0.30418,0.30413,0.30398,0.30391,0.30391,0.30418,0.30406,0.30418,0.30419,0.30418,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.35476,0.35461,0.35476,0.35172,0.35476,0.35476,0.35476,0.35261,0.35476,0.35476,0.35476,0.35476,0.35476,1.0014,1.0014,1.0012,1.0014,1.0014,1.0014,1.0013,1.0014,1.0014,0.31396,0.31224,0.30484,0.31438,0.31354,0.31397,0.30956,0.31249,0.31354,0.30137,0.30224,0.30137,0.30465,0.30224,0.30224,0.30137,0.30489,0.30378,0.30618,0.30139,0.30224,0.30764
0.30251,0.30225,0.30103,0.30251,0.33754,0.33304,0.31421,0.33754,0.31488,0.31491,0.31199,0.31433,0.63902,0.63986,0.56349,0.62484,0.30415,0.30418,0.30405,0.30347,0.30414,0.30411,0.30398,0.30391,0.30391,0.30418,0.30404,0.30417,0.30418,0.30417,1.0019,1.0019,1.0019,1.0018,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.35342,0.35267,0.35342,0.34929,0.35342,0.35342,0.35342,0.35247,0.35342,0.35342,0.35342,0.35342,0.35342,1.0014,1.0013,1.0011,1.0014,1.0014,1.0014,1.0013,1.0013,1.0014,0.31243,0.31042,0.29833,0.31268,0.31198,0.31244,0.30799,0.31096,0.31198,0.30137,0.30215,0.30137,0.30462,0.30215,0.30215,0.30137,0.30480,0.30748,0.30588,0.30137,0.30215,0.30684
0.30228,0.30205,0.30073,0.30228,0.33354,0.32981,0.30995,0.33354,0.30695,0.30693,0.30333,0.30607,0.43273,0.43206,0.35193,0.41124,0.30411,0.30417,0.30404,0.30347,0.30411,0.30409,0.30396,0.30388,0.30387,0.30413,0.30403,0.30413,0.30415,0.30413,1.0019,1.0019,1.0019,1.0018,1.0019,1.0019,1.0019,1.0018,1.0019,1.0019,1.0019,1.0019,1.0019,0.35270,0.35270,0.35270,0.34702,0.35270,0.35270,0.35270,0.35046,0.35270,0.35270,0.35270,0.35270,0.35270,1.0013,1.0013,1.0010,1.0013,1.0013,1.0013,1.0013,1.0013,1.0013,0.31086,0.30896,0.29279,0.31125,0.31048,0.31086,0.30655,0.30949,0.31048,0.30137,0.30211,0.30137,0.30445,0.30211,0.30211,0.30137,0.30462,0.31540,0.30555,0.30137,0.30211,0.30627
0.30207,0.30179,0.30045,0.30207,0.33015,0.32571,0.30612,0.33015,0.30885,0.30882,0.30655,0.30834,0.48111,0.48014,0.42286,0.46792,0.30410,0.30413,0.30401,0.30344,0.30409,0.30404,0.30391,0.30385,0.30385,0.30411,0.30398,0.30411,0.30411,0.30411,1.0019,1.0019,1.0019,1.0017,1.0019,1.0019,1.0019,1.0018,1.0019,1.0019,1.0019,1.0019,1.0019,0.35261,0.35165,0.35261,0.34479,0.35261,0.35261,0.35261,0.34795,0.35261,0.35261,0.35261,0.35261,0.35261,1.0013,1.0013,1.0010,1.0013,1.0013,1.0013,1.0012,1.0013,1.0013,0.31039,0.30773,0.29103,0.31091,0.31126,0.31025,0.30526,0.30873,0.31126,0.30137,0.30199,0.30137,0.30580,0.30199,0.30199,0.30137,0.30889,0.31572,0.31100,0.30137,0.30199,0.31171
0.30194,0.30158,0.30043,0.30194,0.32804,0.32247,0.30589,0.32804,0.30344,0.30345,0.30217,0.30318,0.35405,0.35431,0.33135,0.34922,0.30405,0.30411,0.30398,0.30340,0.30404,0.30404,0.30391,0.30384,0.30384,0.30409,0.30398,0.30409,0.30410,0.30409,1.0018,1.0018,1.0018,1.0017,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,1.0018,0.35099,0.34984,0.35099,0.34284,0.35099,0.35099,0.35099,0.34616,0.35099,0.35099,0.35099,0.35099,0.35099,1.0013,1.0013,1.0010,1.0014,1.0014,1.0013,1.0012,1.0013,1.0014,0.31131,0.30712,0.29049,0.31246,0.31406,0.31093,0.30435,0.30860,0.31406,0.30137,0.30234,0.30137,0.30825,0.30234,0.30234,0.30137,0.30954,0.31307,0.31033,0.30137,0.30234,0.31063
0.30172,0.30147,0.30043,0.30172,0.32452,0.32069,0.30589,0.32452,0.30247,0.30251,0.30107,0.30224,0.33641,0.33711,0.31436,0.33265,0.30404,0.30411,0.30398,0.30341,0.30404,0.30403,0.30391,0.30380,0.30381,0.30405,0.30397,0.30404,0.30408,0.30404,1.0018,1.0018,1.0018,1.0017,1.0018,1.0018,1.0018,1.0017,1.0018,1.0018,1.0018,1.0018,1.0018,0.34930,0.34797,0.34930,0.34100,0.34930,0.34930,0.34930,0.34440,0.34930,0.34930,0.34930,0.34930,0.34930,1.0014,1.0013,1.0010,1.0014,1.0014,1.0014,1.0012,1.0013,1.0014,0.31315,0.30732,0.29022,0.31458,0.31684,0.31255,0.30369,0.30919,0.31684,0.30137,0.30378,0.30137,0.30789,0.30378,0.30378,0.30137,0.30849,0.31066,0.30887,0.30137,0.30378,0.30901
0.30158,0.30122,0.30043,0.30158,0.32248,0.31704,0.30589,0.32248,0.30205,0.30208,0.30056,0.30177,0.32944,0.32992,0.30702,0.32495,0.30404,0.30407,0.30397,0.30339,0.30404,0.30398,0.30387,0.30379,0.30379,0.30404,0.30393,0.30404,0.30404,0.30404,1.0018,1.0018,1.0018,1.0017,1.0018,1.0018,1.0018,1.0017,1.0018,1.0018,1.0018,1.0018,1.0018,0.34762,0.34615,0.34762,0.33955,0.34762,0.34762,0.34762,0.34288,0.34762,0.34762,0.34762,0.34762,0.34762,1.0014,1.0013,1.0010,1.0014,1.0015,1.0014,1.0012,1.0013,1.0015,0.31477,0.30789,0.29014,0.31639,0.31877,0.31400,0.30314,0.30979,0.31877,0.30137,0.30422,0.30137,0.30711,0.30422,0.30422,0.30137,0.30749,0.30870,0.30771,0.30137,0.30422,0.30777
0.30154,0.30102,0.30043,0.30154,0.32186,0.31416,0.30589,0.32186,0.30169,0.30169,0.30018,0.30148,0.32372,0.32380,0.30130,0.32055,0.30400,0.30404,0.30391,0.30334,0.30399,0.30398,0.30385,0.30377,0.30378,0.30403,0.30391,0.30403,0.30404,0.30403,1.0018,1.0017,1.0018,1.0016,1.0018,1.0018,1.0018,1.0017,1.0018,1.0018,1.0018,1.0018,1.0018,0.34607,0.34437,0.34606,0.33815,0.34607,0.34607,0.34607,0.34148,0.34606,0.34607,0.34606,0.34607,0.34607,1.0014,1.0013,1.0010,1.0014,1.0015,1.0014,1.0012,1.0013,1.0015,0.31507,0.30785,0.29014,0.31646,0.31900,0.31427,0.30255,0.30976,0.31900,0.30137,0.30437,0.30137,0.30639,0.30437,0.30438,0.30137,0.30667,0.30745,0.30682,0.30137,0.30437,0.30684
0.30138,0.30101,0.30043,0.30138,0.31940,0.31392,0.30589,0.31940,0.30148,0.30152,0.30014,0.30129,0.32048,0.32115,0.30041,0.31758,0.30398,0.30404,0.30391,0.30334,0.30398,0.30397,0.30385,0.30373,0.30376,0.30399,0.30391,0.30398,0.30401,0.30398,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,0.34437,0.34296,0.34437,0.33670,0.34437,0.34437,0.34437,0.34005,0.34437,0.34437,0.34437,0.34437,0.34437,1.0014,1.0013,1.0010,1.0014,1.0015,1.0014,1.0012,1.0013,1.0015,0.31461,0.30715,0.29014,0.31624,0.31853,0.31397,0.30160,0.30931,0.31853,0.30137,0.30435,0.30137,0.30575,0.30435,0.30435,0.30137,0.30599,0.30655,0.30611,0.30137,0.30435,0.30614
0.30121,0.30081,0.30043,0.30121,0.31695,0.31117,0.30589,0.31694,0.30129,0.30130,0.30014,0.30113,0.31768,0.31780,0.30041,0.31526,0.30398,0.30401,0.30391,0.30333,0.30398,0.30394,0.30384,0.30372,0.30373,0.30398,0.30388,0.30398,0.30398,0.30398,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0017,1.0017,0.34327,0.34164,0.34327,0.33512,0.34327,0.34327,0.34327,0.33867,0.34325,0.34327,0.34327,0.34327,0.34327,1.0014,1.0013,1.0010,1.0014,1.0015,1.0014,1.0011,1.0013,1.0015,0.31399,0.30689,0.29014,0.31560,0.31776,0.31357,0.29712,0.30918,0.31776,0.30137,0.30426,0.30137,0.30521,0.30431,0.30426,0.30137,0.30547,0.30585,0.30553,0.30137,0.30426,0.30565
0.30110,0.30057,0.30043,0.30110,0.31532,0.30776,0.30589,0.31532,0.30128,0.30130,0.30014,0.30092,0.31757,0.31778,0.30041,0.31226,0.30396,0.30398,0.30387,0.30328,0.30394,0.30391,0.30379,0.30371,0.30372,0.30398,0.30385,0.30397,0.30398,0.30397,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0017,1.0017,0.34177,0.34006,0.34177,0.33414,0.34177,0.34177,0.34177,0.33752,0.34176,0.34177,0.34177,0.34177,0.34177,1.0014,1.0012,1.0010,1.0014,1.0014,1.0014,1.0010,1.0013,1.0014,0.31279,0.30600,0.29014,0.31452,0.31662,0.31248,0.29435,0.30833,0.31662,0.30137,0.30407,0.30137,0.30472,0.30451,0.30407,0.30137,0.30501,0.30538,0.30507,0.30137,0.30407,0.30691
0.30245,0.30043,0.30043,0.30245,0.33637,0.30589,0.30589,0.33637,0.30104,0.30114,0.30014,0.30084,0.31395,0.31536,0.30041,0.31104,0.30391,0.30398,0.30385,0.30328,0.30391,0.30391,0.30379,0.30367,0.30372,0.30394,0.30385,0.30393,0.30396,0.30394,1.0017,1.0016,1.0017,1.0015,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0017,1.0017,0.34088,0.33912,0.34088,0.33274,0.34088,0.34088,0.34088,0.33636,0.34086,0.34088,0.34088,0.34088,0.34088,1.0014,1.0012,1.0010,1.0014,1.0014,1.0013,1.0010,1.0013,1.0014,0.31168,0.30504,0.29014,0.31341,0.31555,0.31149,0.29175,0.30767,0.31555,0.30137,0.30394,0.30137,0.30432,0.30807,0.30394,0.30137,0.30471,0.30543,0.30467,0.30137,0.30394,0.30955
0.30206,0.30056,0.30043,0.30206,0.32998,0.30769,0.30589,0.32998,0.30084,0.30094,0.30014,0.30065,0.31112,0.31252,0.30041,0.30829,0.30391,0.30394,0.30385,0.30327,0.30391,0.30388,0.30378,0.30366,0.30369,0.30391,0.30383,0.30391,0.30391,0.30391,1.0017,1.0016,1.0017,1.0015,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0017,1.0017,0.33983,0.33793,0.33983,0.33192,0.33983,0.33983,0.33983,0.33510,0.33977,0.33983,0.33983,0.33983,0.33983,1.0013,1.0012,1.0010,1.0014,1.0014,1.0013,1.0010,1.0013,1.0014,0.31048,0.30421,0.29014,0.31217,0.31429,0.31033,0.29087,0.30687,0.31429,0.30137,0.30384,0.30137,0.30409,0.30825,0.30384,0.30137,0.30723,0.30863,0.30437,0.30137,0.30384,0.30889
0.30166,0.30043,0.30043,0.30166,0.32361,0.30589,0.30589,0.32361,0.30084,0.30084,0.30014,0.30038,0.31105,0.31106,0.30041,0.30441,0.30390,0.30391,0.30382,0.30322,0.30388,0.30385,0.30375,0.30364,0.30366,0.30391,0.30379,0.30391,0.30391,0.30391,1.0016,1.0016,1.0016,1.0015,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,0.33875,0.33672,0.33874,0.33106,0.33875,0.33875,0.33875,0.33429,0.33866,0.33875,0.33875,0.33875,0.33875,1.0013,1.0012,1.0010,1.0013,1.0014,1.0013,1.0010,1.0012,1.0014,0.30926,0.30288,0.29014,0.31080,0.31276,0.30904,0.29050,0.30589,0.31276,0.30137,0.30354,0.30137,0.30375,0.30816,0.30354,0.30137,0.31222,0.31101,0.30409,0.30137,0.30354,0.30865
